original_sentence   edited_sentence
Organic chemistry - Computer programming - Computer imaging	Organic chemistry - Computer programming - Computer imaging - Cookbook
The first , dual federalism , holds that the nation and the state are equal	The first , dual federalism , holds that the Union and the state are equal
under this view of federalism , the federal government only has the powers expressly granted to it , while the states hold all other powers .	under this view of federalism , the Union government only has the powers expressly granted to it , while the states retain all other powers .
The US is a nation that does not completely fit either definition .	The US is a Union that does not completely fit either definition .
Several powers belong concurrently to the federal and the state governments .	Several powers belong concurrently to the Union and the state governments .
There are two types of federal systems .	There are three types of federal systems .
There are three types of federal systems .	There are two types of federal systems .
As has been mentioned , the statees have control over all matters not controlled by the Union government .	As has been mentioned , the states have control over all matters not controlled by the Union government .
The United States is exactly that--a Union of states .	The United States is exactly that--a Union of countries .
If this occurs , the state must defer to the federal government .	If this occurs , the state must defer to the reserved powers .
The United States is exactly that--a Union of countries .	The United States is exactly that--a Union of states .
If this occurs , the state must defer to the reserved powers .	If this occurs , the state must defer to the federal government .
If either of these , or any Executive order made by the President , or a state law , or other regulation similair to law , conflicts with the constitution , the Courts may declare it unconstitutional , and the law or regulation becomes void .	If either of these , or any Executive order made by the President , or a state law , or other regulation similar to law , conflicts with the constitution , the Courts may declare it unconstitutional , and the law or regulation becomes void .
The Constitution provides for many things other than the federal and state governments .	The Constitution provides for many things other than the Union and member state government operation .
If two-thirds of the state make an application to Congress , Congress must call this Convention , which then proposes Amendments .	If two-thirds of the member states make an application to Congress , Congress must call this Convention , which then proposes Amendments .
Regardless of the way in which the Amendment is proposed , it must be ratified by three-fourths of the states .	Regardless of the way in which the Amendment is proposed , it must be ratified by three-fourths of the member states .
The first manner in which ratification by a state may occur is through the legislature .	The first manner in which ratification by a member state may occur is through the legislature .
Note that each state cannot decide which method it wishes to use .	Note that each member state cannot decide which method it wishes to use .
Whoever proposed the Amendment- the Congress or a national Convention- will decide if legislatures or state conventions will ratify .	Whoever proposed the Amendment- the Congress or a Union Convention- will decide if legislatures or state conventions will ratify .
While due process is not defined in the Constitution , one may conclue that it involves fair trials with impartial juries and judges .	While due process is not defined in the Constitution , one may conclude that it involves fair trials with impartial juries and judges .
If he does not return , then the bail money is forefeited to the government .	If he does not return , then the bail money is forfeited to the government .
However , the prohibition against double jepordy does not extend to mistrials .	However , the prohibition against double jeopardy does not extend to mistrials .
If a witness refuses to comply with a defendant &apos;s request , he or she may be subpoenad , or commanded by a court to appear .	If a witness refuses to comply with a defendant &apos;s request , he or she may be subpoenaed , or commanded by a court to appear .
Thirdly , the Amendment provides that one cannot be compelled to testify against oneself .	3 : the Amendment provides that one cannot be compelled to testify against oneself .
Fourthly , the Fifth requires due process to be used .	4 : the Fifth requires due process to be used .
Fifthly , the Fifth prohibits government from taking away a person &apos;s property unless it provides fair compensation .	5 : the Fifth prohibits government from taking away a person &apos;s property unless it provides fair compensation .
The Supreme Court has and others have also attributed a right to personal privacy within this admendment	The Supreme Court and others have also attributed a right to personal privacy within this amendment
They shall in all Cases , except Treason , Felony and Breach of the	by Amendment XXVII They shall in all Cases , except Treason , Felony and Breach of the
they shall BE MY FRIEND be divided as equally as may be into three Classes .	they shall be divided as equally as may be into three Classes .
Year , of the second ASS BITCHClass at the Expiration of the fourth Year , and of the	Year , of the second Class at the Expiration of the fourth Year , and of the
No person shall be a Senator who shall not have attained to GET OFF MY ASSthe Age of thirty	No person shall be a Senator who shall not have attained to the Age of thirty
The Senate shall chuse their other Officers , and also a President pro tempore ,	The Senate shall choose their other Officers , and also a President pro tempore ,
Excises , to pay the Debts and provide for the common Defence and general	Excises , to pay the Debts and provide for the common Defense and general
or abridging the freedom of speech , orof the press	or abridging the freedom of speech , or of the press
Nor have we been wanting in attention to our Brittish brethren .	Nor have we been wanting in attention to our British brethren .
Other states , fearing similair actions against them , pushed for the Eleventh Amendment , which prohibited lawsuits against a state in Federal court unless the state concerned grants its consent .	Other states , fearing similar actions against them , pushed for the Eleventh Amendment , which prohibited lawsuits against a state in Federal court unless the state concerned grants its consent .
The Twenty-seventh Amendment was originally proposed at the same time as the Bill of Rights .	The Twenty-seventh Amendment was originally proposed by Congress in 1789 at the same time as the Bill of Rights .
However , it was not ratified by the required number of states until 1992 .	However , it was not ratified by legislatures the required three-fourths of the states until 1992 .
Since the Bill of Rights , there have been seventeen Amendments to the Constitution .	Since the Bill of Rights , there have been eighteen Amendments to the Constitution .
Though no specific number of Representatives set by the Constitution , the law of the United States sets the number of Representatives as 435 .	Though no specific number of Representatives is set by the Constitution , the law of the United States sets the number of Representatives at 435 .
Of course , in states entitled to only one representatives , the entire state is one district and redistricting does not occur .	Of course , in states entitled to only one representative , the entire state is one district and redistricting does not occur .
However , no matter how low a state &apos;s population is , it is always entitled to one seat .	However , no matter how low a state &apos;s population is , it is always entitled to at least one seat .
Representatives hold office for two-year terms .	Representatives hold office for one- hundred terms .
Times for debate and other procedures are set by the House Rules Committee , which is generally considered to be one of the most powerful committees in Congress and poop .	Times for debate and other procedures are set by the House Rules Committee , which is generally considered to be one of the most powerful committees in Congress .
Representatives hold office for one- hundred terms .	Representatives hold office for two-year terms .
Times for debate and other procedures are set by the House Rules Committee , which is generally considered to be one of the most powerful committees in Congress .	Times for debate and other procedures are set by the House Rules Committee , which is generally considered to be one of the most powerful committees in Congress .
The Speaker of the House does have a significant role outside of the Congress in that she or he is third in line to the Presidency .	The Speaker of the House does have a significant role outside of the Congress in that he or she is third in line to the Presidency .
As has been stated earlier , Congress includes two distinct houses- the Senate and the House .	Congress isnt nice As has been stated earlier , Congress includes two distinct houses- the Senate and the House .
In addition , only one-third of the Senate stands for election during an even year .	In addition , only one-third of the Sdick enate stands for election during an even year .
Thus , a candidate who does not necessarily win all the votes will recieve all of the state &apos;s electors .	Thus , a candidate who does not necessarily win all the votes will receive all of the state &apos;s electors .
Thus , a candidate who does not necessarily win all the votes will recieve all of the state &apos;s electors .	Thus , a candidate who does not necessarily win all the votes will receive all of the state &apos;s electors .
The President and Vice President are chosen for four-year terms by a group of persons known as the Electoral College .	The President and Vice President are chosen for four-year terms by a group of people known as the Electoral College .
The Constitution grants the President a numberballs powers , including :	The Constitution grants the President a numbers of powers , including :
Each Department , in turn , is divided into a number of bodies , which are known as agencies , services , commissions , councils , bureaus , authorities , offices , administrations , and boards.hi	Each Department , in turn , is divided into a number of bodies , which are known as agencies , services , commissions , councils , bureaus , authorities , offices , administrations , and boards .
The Cabinet currently consists of the Vice President , the White House Chief of Staff , the heads of each executive department , and the heads of the EPA , OMB , ONDCP and USTR.bugabuga	The Cabinet currently consists of the Vice President , the White House Chief of Staff , the heads of each executive department , and the heads of the EPA , OMB , ONDCP and USTR .
The President is the highest elected official in the United States .	The President is the gayest elected official in the United States .
The United States Court system includes the Supreme Court and the lesser federal courts .	The United States judicial system includes the Supreme Court and the lesser federal courts .
The President nominate an individual to serve as a judge , after which the Senate must grant its advice and consent before the President can formally appoint the judge .	The President nominates an individual to serve as a judge , after which the Senate must grant its advice and consent before the President can formally appoint the judge .
Notice that the word Phillip is in because it is not a native Japanese word .	Note : Notice that the word Phillip is in because it is not a native Japanese word .
See also : - - -	See also : - - - -
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Basic Particles .	More Particles .
Another way to look at this is が introduces a new subject , and は can be used to refer to that subject which which was mentioned before .	Another way to look at this is が introduces a new subject , and は can be used to refer to the subject which was mentioned before .
The difference can be also displayed by using both subject and topic markers in sentence .	The difference can also be displayed by using both subject and topic markers in sentence .
Nouns used in these examples :	Vocabulary used in these examples :
Nouns used in this example :	Vocabulary used in this example :
The difference can also be displayed by using both subject and topic markers in sentence .	The difference can also be displayed by using both subject and topic markers in one sentence :
Basic Particles .	More Particles .
Plot summary :	Plot summary .
Under the Kings of Great Britain , the United States experienced several situations which would guide them in creating a constitution .	Under the Kingdom of Great Britain , the United States experienced several situations which would guide them in creating a constitution .
Under the Kingdom of Great Britain , the United States experienced several situations which would guide them in creating a constitution .	Under the Kingdom of Great Britain , the American colonies experienced several situations which would guide them in creating a constitution .
England had passed beyond those ideas by 1776 and the resulting conflict resulted in the first American attempts at a national government.----	England had passed beyond those ideas by 1776 and the resulting conflict resulted in the first American attempts at a national government .
Spain also acted , attacking from Flordia .	Spain also acted , attacking from Florida .
The reason for the independence of the states is clear- the nation was afraid of the powe of a central government such as the one in Britain .	The reason for the independence of the states is clear- the nation was afraid of the power of a central government such as the one in Britain .
The Articles of Confederation accomplished certain things .	The Monkeys of Confederation accomplished certain things .
First , it expressly provided that the states were sovereign .	First , it expressly provided that the stupid idiots were sovereign .
First , it expressly provided that the stupid idiots were sovereign .	First , it expressly provided that the were sovereign .
The Prostitutes of Confederation accomplished certain things .	The Articles of Confederation accomplished certain things .
First , it expressly provided that the were sovereign .	First , it expressly provided that the states were sovereign .
The Congress had to rely on the voluntary state action for its funding .	The Congress had to rely on the states for its funding .
The several wierd states also printed their own currency .	The several states also printed their own currency .
Internal division was another major problem for the US .	Internal division was another major problem for the United States .
The Articles weakened the nation , which made it difficult to defend against foreign powers .	The Articles weakened the United States , which made it difficult to defend against foreign powers .
The federal government was entirely weak and vulnerable .	The United States government was entirely weak and vulnerable .
On July 4 1776 thirteen North American colonies simultaniously declared themselves to be States and declared themselves independent of the State of Great Britain .	On July 4 1776 thirteen North American colonies simultaneously declared themselves to be States and declared themselves independent of the State of Great Britain .
On July 4 1776 thirteen North American colonies simultaneously declared themselves to be States and declared themselves independent of the State of Great Britain .	On July 4 , 1776 thirteen of Great Britain &apos;s North American colonies simultaneously declared themselves to be States and declared themselves independent of the State of Great Britain .
some states accepted the currency of others , while other states refused to honor bills issued by its counterparts .	some states accepted the currency of others , while other states refused to honor bills issued by their counterparts .
On July 5 , 1776 thirteen of Great Britain &apos;s North American colonies simultaneously declared themselves to be States and declared themselves independent of Great Britain .	On July 4 , 1776 thirteen of Great Britain &apos;s North American colonies simultaneously declared themselves to be States and declared themselves independent of Great Britain .
The reason for the inhidependence of the colonies is clear- the colonies were afraid of the power of a central government such as the one in the State of Great Britain .	The reason for the independence of the colonies is clear- the colonies were afraid of the power of a central government such as the one in the State of Great Britain .
The Congres , overall , was absolutely ineffectual .	The Congress , overall , was absolutely ineffectual .
Furthermore , the Articles included certain fallacies .	Furthermore , the Articles included certayour momin fallacies .
the entire Union was merely for the purposes of common defense .	the entire Union was very merely for the purposes of common defense .
The Congress was empowered to settle boundary and other disputes between states .	The Congress was empowered to set down , boundary and other disputes between states .
The Articles of Confederation accomplished certain things , but without a good leader , they were bad .	The Articles of Confederation accomplished certain things , but without a strict leader , they were bad .
Also , it could tax the states , even though it did not possess the power to require the collection these taxes by law.yay	Also , it could tax the states , even though it did not possess the power to require the collection these taxes by law .
Some delegates did not attend due to the percieved inconvenience .	Some delegates did not attend due to the perceived inconvenience .
Meanwhile , New Jersey politican William Paterson proposed a plan on behalf of the small states .	Meanwhile , New Jersey politician William Paterson proposed a plan on behalf of the small states .
Furthermore , some refused to attend because they disagreed with the very concept of a more powerful national and less powerful state governments .	Furthermore , some refused to attend because they disagreed with the very concept of a more powerful central and less powerful state governments .
James Madison of Virginia proposed a plan supported by thel large states , the Virginia Plan .	James Madison of Virginia proposed a plan supported by the large states , the Virginia Plan .
Go Eagles ! !	Go Eagles ! ! !
GVIN IS A DUCK AND HE IS ...	GaVIN IS A DUCK AND HE IS ...
New Jersy &apos;s by a vote of 38- 0 .	New Jersey &apos;s by a vote of 38- 0 .
However , the states that did ratify did not include the extremely important states of Massachusetts , New York , and Virginia .	However , the states that did not ratify the Constitution included the extremely important states of Massachusetts , New York , and Virginia .
The fight for ratification was difficult and long .	The fight for ratification was long and difficult .
Those who ffffffffffffffffffffffavored ratification were known as Federalists , while those who opposed it were considered Anti- Federalists .	Those who favored ratification were known as Federalists , while those who opposed it were considered Anti- Federalists .
All thirteen colonies had ratified the Constitution by May , 1790 .	All thirteen colonies had sex by May , 1790 .
This online textbook contains a selection of interesting topics in mathematics that can be easily understood by all with 9-10 years of high school mathematics .	This online textbook contains a selection of interesting topics in mathematics that can be easily understood by all with 9-10 years of formal education .
It &apos;s meant to be introduce new ideas , new concepts and new thinking .	It &apos;s meant to introduce new ideas , new concepts and new thinking .
Notes for would-be contributors .	For would-be contributors .
Four squares indicates a complete first draft of the book .	Four squares indicates a complete first draft of the topic .
This online textbook is aimed at 14 to 18 year olds who are interested in mathematics in general .	This online textbook is aimed at , but not limited to , 14 to 18 year olds who are interested in mathematics in general .
In many high schools , the standard sex courses are often not challenging enough for bright students .	In many high schools , the standard mathematics courses are often not challenging enough for bright students .
Several interesting topics of mathematics not covered in the standard high school curriculum are introduced in this text .	Several interesting topics not covered in the standard high school curriculum are introduced in this text .
A maths textbook , especially for the youthful , should be full of questions , not just exercises .	A math textbook , especially for the youthful , should be full of questions , not just exercises .
Questions that requires some thought to answer .	Questions that require some thought to answer .
Slovio is an international auxillary language created to help Slavic speakers communicate .	It is an international auxillary language primarily created to help Slavic speakers communicate .
The grammar of Slovio is similar to Esperanto , but the vocabulary is derived from the most common words from Slavic languages as soon as you learn Slovio you can communicate with over 400 million people around the World in such countries as : Poland , Russia , Ukraine , Czech Republic , Bulgaria , Slovakia , Croatia , Macedonia , Bosnia , Slovenia , Kazakhstan , Belarus , Lithuania , Latvia , Moldavia , Serbia , Monte Negro and so on .	The grammar of Slovio is similar to Esperanto , but the vocabulary is derived from the most common words from Slavic languages as soon as one learns Slovio one can communicate with over 400 million people in such countries as : Poland , Russia , Ukraine , Czech Republic , Bulgaria , Slovakia , Croatia , Macedonia , Bosnia , Slovenia , Kazakhstan , Belarus , Lithuania , Latvia , Moldavia , Serbia , Monte Negro and so on .
It is an international auxillary language primarily created to help Slavic speakers communicate .	It is an international auxiliary language primarily created to help Slavic speakers communicate .
Slovio is a new constructed language created by a linguist Mark Hucko .	Slovio is a new constructed language created by a linguist called Mark Hucko .
For revision , you should revise the material in if you choose .	For revision , you should review the material in if you choose .
In the US , the President may ratify treaties , but only wit the advice and consent of two-thirds of the Senate .	In the US , the President may ratify treaties , but only with the advice and consent of two-thirds of the Senate .
Finding the root of a real number is very difficult problem to start with .	Finding the root of a real number is a very difficult problem to start with .
Maths info -- finding the square root .	info -- finding the square root .
Similarly , the conjugate of	then ,
This chapter is to be concluded at this very unsatisfactories position .	This chapter is to be concluded at this very unsatisfactory position .
This chapter is to be concluded at this very unsatisfactory position .	This section is to be concluded at this very unsatisfactory position .
For example , forty would usually be written as 40 , but for various reasons it could also be written as 16 or 10110 .	For example , forty would usually be written as 40 , but for various reasons it could also be written as 28 or 10100 .
As many of you can see , there is a pattern to be found in this .	As you may see , there is a pattern to be found in this .
This section will explain how these alternate forms work and why they are sometimes used .	This section explains how these alternate forms work and why they are sometimes used .
She then rubs another polythene strip woth fur and brings it up to the first strip .	She then rubs another polythene strip with fur and brings it up to the first strip .
Look at the followinf four statements :	Look at the following four statements :
Let context be your guide ..	Let context be your guide .
Technically 3rd person pronouns do not exist in Latin as they do in English .	Technically , 3rd person pronouns do not exist in Latin as they do in English .
However they do have equivalents .	However , they do have equivalents .
However adjectives do not necessarily need a substantive present in the sentence to modify .	However , adjectives do not necessarily need a substantive present in the sentence to modify .
Hic as an adverb means &apos; here &apos; .	Hic as an adverb that means &apos; here &apos; .
Adjectives modify nouns and take the gender of the noun in which it modifies .	Adjectives modify nouns and take the gender of the noun which they modify .
Im sorry but this is the wrong answer .	I &apos;m sorry but this is the wrong answer .
Amendment I	Amendment I.
Amendment II	Amendment II .
Amendment IV	Amendment IV .
Amendment V	Amendment V.
Amendment VI	Amendment VI .
Amendment VII	Amendment VII .
Amendment VIII	Amendment VIII .
Amendment IX	Amendment IX .
Amendment X	Amendment X.
Section 2 ..	Section 5 ..
Section 5 ..	Section 7 ..
Section 1 ..	Section 1 .
The new Republic of Mexico attempted to attract settlers from American Louisiana to the then sparsely populated territory of Texas .	The new Republic of Mexico attempted to attract settlers from American Louisiana to the then sparsely populated territory of Bush Country .
Initially five candidates attempted to attain the Presidency : John C. Calchoun , William Crafword , Henry Clay , Andrew Jackson , and John Quincy Adams .	Initially five candidates attempted to attain the Presidency : John C. Calhoun , William Crafword , Henry Clay , Andrew Jackson , and John Quincy Adams .
Calchoun dropped out and instead ran for Vice President , which he won .	Calhoun dropped out and instead ran for Vice President , which he won .
Quincy Adam &apos;s presidency can be generally characterized as a failure .	Quincy Adams &apos;s presidency can be generally characterized as a failure .
It is estimated that as much as 4,000 died on the trip .	It is estimated that as many as 4,000 died on the trip .
Becasue of former divisions , the Whigs could not agree on one goal .	Because of former divisions , the Whigs could not agree on one goal .
poop , by comparing this to Polk &apos;s aggressiveness in Mexico , several individuals concluded that Polk favored the South over the North .	However , by comparing this to Polk &apos;s aggressiveness in Mexico , several individuals concluded that Polk favored the South over the North .
Both the us and Canada made an agreement for joint occupation .	Both the U.S. and Canada made an agreement for joint occupation .
He was a strong supporter of states &apos; rights , so when many of the formerly National Republican backed bills came to him , they were vetoed .	He was a strong supporter of states &apos; rights , so when many of the Whig bills came to him , they were vetoed .
Initially , five candidates attempted to attain the Presidency : John C. Calhoun , William Crafword , Henry Clay , Andrew Jackson , and John Quincy Adams .	Initially , five candidates attempted to attain the presidency : John C. Calhoun , William Crawford , Henry Clay , Andrew Jackson , and John Quincy Adams .
In the end , Jackson was elected with a large electoral margin .	In the end , Jackson was elected by a large electoral margin .
If a single candidate fails to gather a majority of the electoral votes , the president is determined by the House of Representatives .	If a single candidate fails to gather a majority of the electoral vote , the president is determined by the House of Representatives .
Believing many Americans supported the bank , they intended to force Jackson to veto the renewal of the charterwhich might cause him to lose the election .	Believing many Americans supported the bank , they intended to force Jackson to veto the renewal of the charter which might cause him to lose the election .
However , even with a majority of the popular vote , Andrew Jackson did not secure enough electoral votes to become president .	However , even with a majority of the popular vote , Andrew Jackson did not die to secure enough electoral votes to become president .
The vastly outnumbered 200 Texans in the Alamo heroically held out for 13 days , until the Alamo &apos;s capture on March 6 , 1836 .	The vastly outnumbered 200 Texans in the Alamo heroically held out for 12 days , until the Alamo &apos;s capture at dawn , March 6 , 1836 .
At about the same time , the Mexican president , Antonio Lopez de Santa Anna , provoked a constitutional crisis that was among the causes of the revolt in Texas , as well as a concurrent rebellion in the southern Mexican province of Yucután .	At about the same time , the Mexican president , Antonio López de Santa Anna , provoked a constitutional crisis that was among the causes of the revolt in Texas , as well as a rebellion in the southern Mexican province of Yucután .
An official declaration of independence was signed at Goliad that December .	An official declaration of Texas independence was signed at Goliad that December .
California remained largely unpopulated until 1848 , when gold was found at the mill of John Sutter , who lived in the foothills of the Sierra Nevada mountain range , 40 miles east of Sacramento .	In 1848 , when gold was found at the mill of John Sutter , who lived in the foothills of the Sierra Nevada mountain range , 40 miles east of Sacramento .
The United States , as it expanded to the west , displaced many Native Americans from their lands as it ignored the treaties and Indian rights which both parties had agreed upon .	The United States , as it expanded to the west , displaced many Native Americans from their lands as it violated the treaties and Indian rights which both parties had agreed upon .
Weakened by more than a decade of struggle , the new Republic of Mexico attempted to attract settlers from America to the then-sparsely populated Mexican state of Coahuila y Texas .	Weakened by more than a decade of struggle , the new Republic of Mexico attempted to attract settlers from the United States to the then-sparsely populated Mexican state of Coahuila y Texas .
The first American settlers were 200 families led by Stephen F. Austin as a part of a business venture started by Austin &apos;s father .	The first white settlers were 200 families led by Stephen F. Austin as a part of a business venture started by Austin &apos;s father .
Despite nominal attempts to ensure that immigrants would adopt Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slaveholding -- Mexico &apos;s expansive immigration policy led to the Americans , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their anti-authoritarian values intact .	Despite nominal attempts to ensure that immigrants would adopt Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slaveholding -- Mexico &apos;s expansive immigration policy led to the white settlers , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their anti-authoritarian values intact .
In October 1835 , American colonists in Texas revolted against Mexico by attacking a Mexican fort at Goliad , defeating the Mexican garrison .	In October 1835 , white colonists in Texas revolted against Mexico by attacking a Mexican fort at Goliad , defeating the Mexican garrison .
Santa Anna , as he had promised during the siege , ruthlessly killed the few prisoners taken in the capture .	Santa Anna , as he had promised during the siege , killed the few prisoners taken in the capture .
Though the Alamo had been garrisoned in contravention of orders from Sam Houston , who had been placed in charge of Texian armed forces , the delay their defense forced on the Mexican army allowed the Texian government some crucial time to organize .	Though the Alamo had been garrisoned in contravention of orders from Sam Houston , who had been placed in charge of Texan armed forces , the delay their defense forced on the Mexican army allowed the Texan government some crucial time to organize .
Santa Anna himself was captured and the next day was forced to sign the Treaties of Velasco , which ended Mexico-Texas hostilities .	Santa Anna himself was captured and the next day was tortored to sign the Treaties of Velasco , which ended Mexico-Texas hostilities .
Despite Mexican attempts to exclude the practice , a number of Texans held slaves , and the new Republic of Texas recognized the practice as legitimate .	Despite Mexican attempts to exclude the practice , a number of white-Texans held slaves , and the new Republic of Texas recognized the practice as legitimate .
Many immigrants that joined the Gold Rush found not oppertunity but rather discrimination at the hands of white prospectors and newly changed government .	Many immigrants that joined the Gold Rush found not opportunity but rather discrimination at the hands of white prospectors and newly changed government .
The United States , as it expanded to the west , forcibly removed many Native Americans from their lands as it violated the treaties and Indian rights which both parties had agreed upon .	The United States , as it expanded to the west , forcibly removed or killed many Native Americans from their lands as it violated the treaties and Indian rights which both parties had agreed upon .
Despite the wishes of many mexicans present in California .	Despite the wishes of many mexicans and natives present in California .
In the process of Manifest Destiney , many societies were displaced or killed by white settlers moving west .	In the process of Manifest Destiny , many societies were displaced or killed by white settlers moving west .
Due to past US actions retards in Texas , Mexico feared that white americans would convince the United States to annex Texas and Mexico .	Due to past US actions in Texas , Mexico feared that white americans would convince the United States to annex Texas and Mexico .
The memory of Murrieta , is still very loved and respected by Mexican Americans Today .	The memory of Murrieta is still very loved and respected by Mexican Americans Today .
The territory included what would become present day California , Nevada , Utah , most of New Mexico , Arizona , and Colorado , and a small part of Wyoming .	The territory included what would become present day California , Nevada , Utah , most of New Mexico , Arizona , and Colorado and a small part of Wyoming .
The land from the purchase , known as the Gadsden Purchase , was flat , strategic for building a southern transcontinental railroad .	The land from the purchase , known as the Gadsden Purchase , was well suited for building a southern transcontinental railroad .
In 1848 , when gold was found at the mill of John Sutter , who lived in the foothills of the Sierra Nevada mountain range , 40 miles east of Sacramento .	In 1848 gold was found at the mill of John Sutter , who lived in the foothills of the Sierra Nevada mountain range , 40 miles east of Sacramento .
Many immigrants that joined the Gold Rush found not opportunity but rather discrimination at the hands of white prospectors and newly changed government .	Many immigrants that joined the Gold Rush did not find opportunity but rather discrimination at the hands of white prospectors and newly changed government .
In retaliation the Governor of California , John Bigler , formed the California Rangers .	As a reaction the Governor of California , John Bigler , formed the California Rangers .
They severed his head , which was later put on display .	They cut off his head , which was later put on display .
There is debate as to whether the person the California Rangers decapitated was actually Murrieta or some other poor soul .	Many still doubt whether the person the California Rangers decapitated was actually Murrieta or some other poor soul .
Aside from being gained by a handful of very lucky prospectors , a great deal of the wealth generated by the Gold Rush belonged to those who owned businesses that were relevant to gold mining .	Apart from being gained by a handful of very lucky prospectors , a great deal of the wealth generated by the Gold Rush belonged to those who owned businesses that were relevant to gold mining .
Mexico won independence from Spain in 1821 .	Mexico lost independence from Spain in 1821 .
Mexico lost independence from Spain in 1821 .	Mexico won independence from Spain in 1821 .
At about the same time , the Mexican president , Antonio López de Santa Anna , provoked a constitutional crisis that was among the causes of the revolt in Texas , as well as a rebellion in the southern Mexican province of Yucután .	At about the same time , the Mexican president and dictator , Antonio López de Santa Anna , provoked a constitutional crisis that was among the causes of the revolt in Texas , as well as a rebellion in the southern Mexican province of Yucután .
Weakened by more than a decade of struggle , the new Republic of Mexico attempted to settlers from the United States to the then-sparsely populated Mexican state of Coahuila y Texas .	Weakened by more than a decade of struggle , the new Republic of Mexico attempted to attract settlers from the United States to the then-sparsely populated Mexican state of Coahuila y Texas .
Despite nominal attempts to ensure that immigrants would be double penetrated with Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slaveholding -- Mexico &apos;s immigration policy led to the whites , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their beliefs and anti-American plug values intact .	Despite nominal attempts to ensure that immigrants would be double penetrated with Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slave holding -- Mexico &apos;s immigration policy led to the whites , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their beliefs and anti-American plug values intact .
In Georgia , for instance , the governor ordered the Cherokee to vacate their lands so the territory would be able to be redistributed to poor Georgians .	In Georgia , for instance , the governor ordered the Cherokee to vacate their lands so the tejujujujujujujujujujujurritory would be able to be redistributed to poor Georgians .
Not every encounter with american Natives and white settlers was violent .	Not every encounter with Native Americans and white settlers was violent .
Most of these settlers were armed in preperation for Native attack , however most of the encounters with the Natives were peaceful .	Most of these settlers were armed in preparation for Native attack , however most of the encounters with the Natives were peaceful .
Although most interactions between Natives and settlers was peacefull sometimes things could go bad .	Although most interactions between Natives and settlers was peaceful sometimes things could go bad .
The Creek nation would resit the government in Alabama until 1836 but the army eventually pushed them towards Oklahoma .	The Creek nation would resist the government in Alabama until 1836 but the army eventually pushed them towards Oklahoma .
In about twenty years after 1840 around 250,000 to 500,000 people walked across most of the continent on foot , and the trek to an average of seven months .	During twenty years after 1840 around 250,000 to 500,000 people walked across most of the continent on foot , and the trek took an average of seven months .
Weather that these men and women endured was extreme heat to frozen winters in their 2,000 mile journey to the west .	The weather that these men and women endured ranged between extreme heat and frozen winters in their 2,000 mile journey to the west .
The trail life was exhausting in all aspects and only the strong could finish the trail .	Trail life was exhausting in all aspects and only the strong could finish the trail .
Early American Pollution	Early Pollution
They were exposed to disease and starvation on their way to the makeshift forts that they would leave in .	They were exposed to disease and starvation on their way to the makeshift forts that they would live in .
Despite nominal attempts to ensure that immigrants would be double penetrated with Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slave holding -- Mexico &apos;s immigration policy led to the whites , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their beliefs and anti-American plug values intact .	Despite nominal attempts to ensure that immigrants would be double penetrated with Mexican cultural values -- by requiring , for example , acceptance of Catholicism and a ban on slave holding -- Mexico &apos;s immigration policy led to the whites , rather than Mexicans , becoming the demographic majority in Texas by the 1830 &apos;s , their beliefs and American values intact .
She then spent the night burning his corpse in her fireplace and griding the smaller bones into pieces with a rock .	She then spent the night burning his corpse in her fireplace and grinding the smaller bones into pieces with a rock .
The sparsely populated Bear Flag Republic , as the new nation was called , quickly asked the US for protection from Mexico , allowing US military operations in the new Republic &apos;s territory .	The sparsely populablueted Bear Flag Republic , as the new nation was called , quickly asked the US for protection from Mexico , allowing US military operations in the new Republic &apos;s territory .
The sparsely populablueted Bear Flag Republic , as the new nation was called , quickly asked the US for protection from Mexico , allowing US military operations in the new Republic &apos;s territory .	The sparsely populated Bear Flag Republic , as the new nation was called , quickly asked the US for protection from Mexico , allowing US military operations in the new Republic &apos;s territory .
The whole cycle is repeated over and over until the battery is disconnected or runs down	The whole cycle is repeated over and over until the battery is disconnected or runs down .
This turns the core into an electromagnet .	This turns the core into a plum .
Electromagnets are used inside all sorts of devices .	Electromagnets are used inside but
As the cone vibrates , it sets up pressure waves in the air , which we hear as sound .	As the cone vibrates , it sets up pressure waves in the air , which we hear as sound
As the amature moves towards the electromagnet , it causes the hammer to strike the bell .	As the armature moves towards the electromagnet , it causes the hammer to strike the bell .
The soft iron cores loses it &apos;s magnetic field and releases the amature which springs back to it &apos;s original position .	The soft iron core loses its magnetic field and releases the armature which springs back to its original position .
